order_id,order_date,ship_date,platform,category,product_name,unit_price,quantity,gross_sales,campaign,voucher_code,discount_pct,discount_value,shipping_cost,net_sales,payment_method,customer_segment,region,stock_status,order_status,customer_rating,priority_flag
782,2024-02-23,2024-06-19,Lazada,Sports,Yoga Mat,634469,2,1268938,Normal Day,16.97602474864656,0.0,0,9000,1268938,COD,New,Makassar,In Stock,Delivered,5.0,No
694,2024-02-23,2024-06-19,Shopee,Fashion,Women Dress,566889,1,566889,Normal Day,16.97602474864656,0.0,0,9000,566889,Virtual Account,Returning,Yogyakarta,In Stock,Delivered,3.0,No
1729,2024-11-20,2024-06-19,Lazada,Electronics,Phone Charger,1195245,2,2390490,Flash Sale,10.0,10.0,239049,18000,2151441,Virtual Account,Returning,Medan,In Stock,Delivered,4.0,Normal
964,2024-02-23,2024-02-19,Tiktok Shop,Sports,Skipping Rope,524141,3,1572423,Payday Sale,15.0,15.0,235863,18000,1336560,Bank Transfer,Returning,Jakarta,In Stock,Delivered,5.0,N
1467,2024-02-23,2024-06-19,Blibli,Electronics,Phone Charger,666942,2,1333884,Flash Sale,10.0,10.0,133388,9000,1200496,Credit Card,Returning,Bekasi,In Stock,Delivered,5.0,Normal
528,2024-02-23,2024-04-28,Tokopedia,Beauty,Lip Tint,310254,1,310254,Flash Sale,10.0,10.0,31025,25000,279229,COD,New,Bekasi,In Stock,Completed,5.0,Normal
1545,2024-02-23,2024-06-19,Shopee,Sports,Running Shoes,404361,2,808722,Normal Day,16.97602474864656,0.0,0,20000,808722,Bank Transfer,Returning,Jakarta,In Stock,Completed,4.0,No
307,2024-02-23,2024-05-30,Tiktok Shop,Home Living,Blender,1066410,1,1066410,Flash Sale,10.0,10.0,106641,18000,959769,E-Wallet,Returning,Medan,Preorder,Delivered,5.0,N
980,2024-02-23,2024-06-19,Tokopedia,Sports,Running Shoes,241369,2,482738,Mega Campaign,20.0,20.0,96548,25000,386190,Virtual Account,Vip,Semarang,In Stock,On Delivery,4.2484316185696365,Priority
30,2024-10-12,2024-06-19,Blibli,Fashion,Men T-Shirt,209816,4,839264,Mega Campaign,20.0,20.0,167853,18000,671411,Virtual Account,New,Yogyakarta,In Stock,Delivered,5.0,No
1703,2024-02-23,2024-06-19,Blibli,Fashion,Hoodie,547116,3,1641348,Flash Sale,10.0,10.0,164135,18000,1477213,Credit Card,New,Bekasi,In Stock,Delivered,4.0,No
944,2024-03-29,2024-06-19,Blibli,Fashion,Women Dress,258105,3,774315,Normal Day,16.97602474864656,0.0,0,9000,774315,Bank Transfer,New,Semarang,In Stock,Completed,4.0,N
907,2024-02-23,2024-06-19,Lazada,Fashion,Men T-Shirt,564097,2,1128194,Mega Campaign,20.0,20.0,225639,12000,902555,COD,Returning,Makassar,In Stock,Delivered,3.0,N
353,2024-02-23,2024-03-30,Blibli,Electronics,Smartwatch,341671,1,341671,Normal Day,16.97602474864656,0.0,0,12000,341671,Credit Card,Vip,Bandung,In Stock,Delivered,5.0,Yes
355,2024-02-23,2024-05-20,Shopee,Fashion,Sneakers,73883,2,147766,Flash Sale,10.0,10.0,14777,15000,132989,Credit Card,Returning,Bandung,In Stock,Delivered,4.0,No
1311,2024-02-23,2024-08-08,Shopee,Home Living,Vacuum Cleaner,143522,2,287044,Payday Sale,15.0,15.0,43057,0,243987,E-Wallet,New,Surabaya,In Stock,Delivered,5.0,Normal
681,2024-02-23,2024-06-19,Blibli,Home Living,Rice Cooker,288102,3,864306,Normal Day,16.97602474864656,0.0,0,20000,864306,Bank Transfer,New,Jakarta,In Stock,Delivered,5.0,Normal
1456,2024-02-23,2024-06-19,Shopee,Home Living,Storage Box,344963,1,344963,Flash Sale,10.0,10.0,34496,9000,310467,Bank Transfer,New,Surabaya,In Stock,Delivered,5.0,No
1171,2024-02-23,2024-06-19,Blibli,Sports,Running Shoes,200422,8,1603376,Normal Day,16.97602474864656,0.0,0,25000,1603376,Bank Transfer,Returning,Jakarta,In Stock,Delivered,5.0,Normal
1573,2024-02-23,2024-06-19,Tokopedia,Fashion,Sneakers,527051,1,527051,Normal Day,16.97602474864656,0.0,0,0,527051,E-Wallet,New,Makassar,In Stock,Delivered,4.0,Normal
1815,2024-02-23,2024-06-19,Tokopedia,Beauty,Face Wash,75612,8,604896,Normal Day,16.97602474864656,0.0,0,25000,604896,COD,Returning,Bandung,In Stock,Delivered,4.0,No
57,2024-02-23,2024-06-19,Lazada,Sports,Cycling Gloves,687453,1,687453,Normal Day,16.97602474864656,0.0,0,0,687453,E-Wallet,New,Bandung,In Stock,Completed,3.0,Normal
1781,2024-02-23,2024-02-07,Shopee,Sports,Dumbbell 5Kg,182829,4,731316,Mega Campaign,20.0,20.0,146263,9000,585053,E-Wallet,New,Yogyakarta,In Stock,Completed,3.0,Normal
1531,2024-01-05,2024-06-19,Shopee,Home_Living,Blender,1046390,1,1046390,Normal Day,16.97602474864656,0.0,0,15000,0,Credit Card,Returning,Bekasi,In Stock,Cancelled,4.2484316185696365,Normal
1064,2024-01-25,2024-06-19,Blibli,Beauty,Lip Tint,321898,4,1287592,Mega Campaign,20.0,20.0,257518,15000,1030074,COD,New,Makassar,In Stock,Completed,5.0,No
1294,2024-10-30,2024-06-19,Shopee,Beauty,Body Lotion,208974,5,1044870,Flash Sale,10.0,10.0,104487,9000,940383,Bank Transfer,New,Bekasi,Preorder,Delivered,3.0,No
1455,2024-02-23,2024-06-19,Shopee,Fashion,Sneakers,170493,4,681972,Flash Sale,10.0,10.0,68197,15000,613775,Virtual Account,Vip,Surabaya,In Stock,Delivered,5.0,Yes
1559,2024-02-23,2024-06-19,Shopee,Fashion,Hoodie,296318,5,1481590,Normal Day,16.97602474864656,0.0,0,18000,1481590,Virtual Account,New,Yogyakarta,Low Stock,Delivered,4.0,No
539,2024-02-23,2024-09-24,Blibli,Sports,Skipping Rope,668204,2,1336408,Flash Sale,10.0,10.0,133641,20000,1202767,Bank Transfer,New,Surabaya,In Stock,Delivered,5.0,N
354,2024-10-03,2024-06-19,Lazada,Home Living,Blender,266608,3,799824,Normal Day,16.97602474864656,0.0,0,0,799824,E-Wallet,New,Jakarta,Low Stock,Completed,4.2484316185696365,Normal
71,2024-02-23,2024-06-19,Tokopedia,Beauty,Lip Tint,81998,3,245994,Flash Sale,10.0,10.0,24599,20000,221395,Virtual Account,New,Bekasi,In Stock,Completed,5.0,Normal
1597,2024-02-23,2024-02-10,Tiktok Shop,Home Living,Table Lamp,126820,2,253640,Normal Day,16.97602474864656,0.0,0,25000,253640,Virtual Account,Returning,Makassar,In Stock,Delivered,3.0,Normal
1408,2024-02-23,2024-06-19,Blibli,Sports,Running Shoes,397572,4,1590288,Mega Campaign,20.0,20.0,318058,15000,1272230,Bank Transfer,Returning,Medan,In Stock,Completed,5.0,N
809,2024-02-23,2024-06-19,Lazada,Beauty,Sunscreen,272239,4,1088956,Mega Campaign,20.0,20.0,217791,0,871165,COD,Vip,Yogyakarta,In Stock,Delivered,5.0,Y
1056,2024-02-23,2024-06-19,Tokopedia,Electronics,Power Bank,553730,1,553730,Flash Sale,16.97602474864656,10.0,55373,20000,498357,Bank Transfer,New,Jakarta,Low Stock,Delivered,4.0,No
803,2024-02-23,2024-06-19,Tokopedia,Fashion,Jeans,117431,4,469724,Flash Sale,10.0,10.0,46972,0,422752,Bank Transfer,New,Bekasi,In Stock,Delivered,5.0,N
1458,2024-02-23,2024-04-05,Blibli,Sports,Cycling Gloves,808540,2,1617080,Payday Sale,15.0,15.0,242562,18000,1374518,Bank Transfer,New,Bekasi,In Stock,Delivered,4.0,N
728,2024-11-15,2024-11-20,Tokopedia,Sports,Dumbbell 5Kg,827887,2,1655774,Normal Day,16.97602474864656,0.0,0,12000,1655774,E-Wallet,New,Bandung,Low Stock,Completed,4.0,No
1903,2024-02-23,2024-06-19,Blibli,Home Living,Table Lamp,300106,3,900318,Payday Sale,15.0,15.0,135048,12000,765270,Virtual Account,Returning,Medan,In Stock,Delivered,5.0,N
1816,2024-02-23,2024-06-19,Shopee,Home Living,Blender,342875,1,342875,Mega Campaign,20.0,20.0,68575,9000,274300,E-Wallet,New,Medan,Preorder,Delivered,3.0,No
1419,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Jeans,89753,1,89753,Mega Campaign,20.0,20.0,17951,20000,71802,E-Wallet,Vip,Medan,Preorder,Delivered,4.0,Yes
1264,2024-02-23,2024-05-08,Tiktok Shop,Home Living,Rice Cooker,222977,6,1337862,Normal Day,16.97602474864656,0.0,0,18000,1337862,Virtual Account,New,Surabaya,In Stock,Delivered,4.0,N
1114,2024-02-23,2024-01-06,Blibli,Sports,Skipping Rope,198824,4,795296,Mega Campaign,20.0,20.0,159059,0,636237,COD,New,Makassar,In Stock,Completed,4.0,No
544,2024-02-23,2024-06-19,Blibli,Beauty,Face Wash,173263,5,866315,Mega Campaign,20.0,20.0,173263,9000,693052,E-Wallet,Returning,Surabaya,In Stock,Delivered,4.0,Yes
987,2024-02-23,2024-06-19,Tokopedia,Fashion,Jeans,208785,3,626355,Normal Day,16.97602474864656,0.0,0,18000,626355,COD,Returning,Semarang,In Stock,Delivered,4.0,No
1203,2024-08-17,2024-06-19,Shopee,Fashion,Sneakers,240401,6,1442406,Mega Campaign,20.0,20.0,288481,18000,1153925,Virtual Account,Returning,Jakarta,In Stock,Completed,4.0,Y
1418,2024-02-23,2024-06-19,Blibli,Beauty,Lip Tint,186669,3,560007,Normal Day,16.97602474864656,0.0,0,15000,560007,E-Wallet,New,Makassar,Low Stock,Completed,3.0,Normal
1859,2024-02-23,2024-06-19,Lazada,Home Living,Blender,1097958,2,2195916,Normal Day,16.97602474864656,0.0,0,20000,2195916,Virtual Account,New,Yogyakarta,Preorder,Delivered,4.2484316185696365,No
1415,2024-02-23,2024-06-19,Blibli,Fashion,Jeans,516484,2,1032968,Flash Sale,10.0,10.0,103297,9000,929671,Bank Transfer,Returning,Bekasi,In Stock,Delivered,5.0,Normal
1948,2024-06-23,2024-06-19,Tokopedia,Home Living,Storage Box,780620,1,780620,Normal Day,16.97602474864656,0.0,0,20000,780620,Virtual Account,Vip,Jakarta,In Stock,Delivered,5.0,Y
1108,2024-02-23,2024-04-22,Tiktok Shop,Sports,Yoga Mat,72959,1,72959,Mega Campaign,20.0,20.0,14592,9000,58367,Virtual Account,Returning,Bandung,In Stock,Shipped,4.2484316185696365,Y
1390,2024-02-23,2024-06-19,Tokopedia,Fashion,Women Dress,135942,1,135942,Mega Campaign,20.0,11.237700673226307,27188,0,108754,E-Wallet,New,Bekasi,In Stock,Completed,3.0,Yes
100,2024-02-23,2024-07-26,Shopee,Beauty,Sunscreen,43586,1,43586,Payday Sale,15.0,15.0,6538,18000,37048,Virtual Account,New,Semarang,In Stock,Completed,5.0,Normal
600,2024-02-23,2024-06-19,Lazada,Beauty,Lip Tint,33987,2,67974,Flash Sale,10.0,10.0,6797,9000,61177,Bank Transfer,Vip,Jakarta,In Stock,Completed,4.0,Y
1343,2024-02-23,2024-09-19,Tokopedia,Beauty,Body Lotion,276797,2,553594,Mega Campaign,20.0,11.237700673226307,110719,15000,442875,Virtual Account,Returning,Yogyakarta,In Stock,Completed,3.0,Priority
1746,2024-02-23,2024-06-19,Shopee,Beauty,Lip Tint,274375,2,548750,Flash Sale,10.0,10.0,54875,20000,493875,Virtual Account,Vip,Yogyakarta,In Stock,Delivered,5.0,Y
428,2024-08-14,2024-06-19,Shopee,Beauty,Body Lotion,288467,6,1730802,Normal Day,16.97602474864656,0.0,0,25000,1730802,Virtual Account,Returning,Semarang,In Stock,Delivered,5.0,Normal
1986,2024-09-25,2024-09-29,Lazada,Sports,Cycling Gloves,68296,1,68296,Normal Day,16.97602474864656,0.0,0,9000,68296,Credit Card,Vip,Makassar,Preorder,Delivered,5.0,No
1756,2024-02-23,2024-06-19,Tiktok Shop,Electronics,Phone Charger,776261,3,2328783,Flash Sale,10.0,10.0,232878,15000,2095905,Bank Transfer,New,Yogyakarta,Preorder,Delivered,4.0,N
125,2024-02-09,2024-06-19,Blibli,Sports,Yoga Mat,197131,1,197131,Payday Sale,15.0,15.0,29570,9000,167561,Virtual Account,Vip,Yogyakarta,In Stock,Delivered,5.0,Yes
1967,2024-02-23,2024-06-19,Tokopedia,Fashion,Jeans,584897,4,2339588,Flash Sale,10.0,10.0,233959,9000,2105629,E-Wallet,New,Yogyakarta,In Stock,Delivered,5.0,N
248,2024-02-23,2024-06-19,Tokopedia,Beauty,Body Lotion,195849,5,979245,Mega Campaign,20.0,20.0,195849,0,783396,COD,Returning,Surabaya,Preorder,Delivered,5.0,Yes
1306,2024-02-23,2024-06-19,Shopee,Electronics,Power Bank,417159,4,1668636,Flash Sale,10.0,10.0,166864,0,1501772,Credit Card,New,Surabaya,In Stock,Delivered,5.0,No
1019,2024-11-30,2024-06-19,Blibli,Beauty,Skincare Serum,197878,4,791512,Mega Campaign,20.0,20.0,158302,15000,633210,Credit Card,Returning,Semarang,In Stock,Delivered,5.0,Priority
1211,2024-02-23,2024-06-19,Blibli,Beauty,Lip Tint,293535,2,587070,Flash Sale,10.0,10.0,58707,0,528363,Bank Transfer,New,Makassar,Preorder,Delivered,4.0,No
1332,2024-02-23,2024-06-19,Blibli,Home Living,Vacuum Cleaner,462357,1,462357,Flash Sale,10.0,10.0,46236,9000,416121,E-Wallet,Returning,Bekasi,Low Stock,Delivered,4.0,No
213,2024-06-30,2024-07-04,Blibli,Fashion,Sneakers,417411,5,2087055,Normal Day,16.97602474864656,0.0,0,12000,2087055,E-Wallet,Vip,Yogyakarta,In Stock,Shipped,4.2484316185696365,Yes
1504,2024-08-15,2024-06-19,Blibli,Electronics,Wireless Earbuds,1320290,1,1320290,Normal Day,16.97602474864656,0.0,0,20000,1320290,COD,Returning,Surabaya,In Stock,On Delivery,4.2484316185696365,Normal
1048,2024-02-23,2024-02-28,Shopee,Electronics,Bluetooth Speaker,174007,2,348014,Normal Day,16.97602474864656,0.0,0,18000,348014,COD,Returning,Surabaya,In Stock,Delivered,5.0,Normal
1641,2024-02-23,2024-06-19,Shopee,Sports,Yoga Mat,202254,3,606762,Normal Day,16.97602474864656,0.0,0,15000,606762,E-Wallet,New,Makassar,In Stock,Delivered,4.0,N
1852,2024-02-23,2024-06-19,Shopee,Fashion,Sneakers,548746,3,1646238,Payday Sale,15.0,11.237700673226307,246936,25000,1399302,Credit Card,Returning,Surabaya,In Stock,Completed,5.0,N
1727,2024-02-23,2024-06-19,Tiktok Shop,Beauty,Body Lotion,145775,1,145775,Normal Day,16.97602474864656,0.0,0,18000,0,E-Wallet,Vip,Bandung,In Stock,Cancel,4.2484316185696365,Priority
515,2024-07-13,2024-07-15,Tokopedia,Home Living,Vacuum Cleaner,1058403,2,2116806,Payday Sale,15.0,15.0,317521,12000,1799285,COD,New,Yogyakarta,Preorder,Completed,4.0,No
1387,2024-11-18,2024-11-25,Shopee,Sports,Dumbbell 5Kg,767172,2,1534344,Mega Campaign,20.0,20.0,306869,12000,1227475,Virtual Account,Vip,Bekasi,In Stock,Delivered,4.0,Priority
1272,2024-02-23,2024-01-28,Shopee,Beauty,Skincare Serum,249656,3,748968,Flash Sale,10.0,10.0,74897,12000,674071,Credit Card,Returning,Semarang,In Stock,Completed,4.2484316185696365,No
1581,2024-02-23,2024-10-10,Tiktok Shop,Fashion,Men T-Shirt,197463,6,1184778,Mega Campaign,20.0,20.0,236956,25000,947822,Credit Card,Vip,Medan,In Stock,Completed,4.0,Priority
352,2024-02-23,2024-06-19,Shopee,Sports,Dumbbell 5Kg,305641,3,916923,Mega Campaign,20.0,20.0,183385,12000,733538,Credit Card,Returning,Makassar,In Stock,Delivered,4.0,Yes
383,2024-07-22,2024-06-19,Blibli,Fashion,Hoodie,474868,1,474868,Mega Campaign,20.0,20.0,94974,12000,379894,Credit Card,New,Bekasi,In Stock,Shipped,4.2484316185696365,Priority
1680,2024-07-24,2024-06-19,Tiktok Shop,Fashion,Sneakers,519248,1,519248,Flash Sale,10.0,10.0,51925,20000,467323,Bank Transfer,Returning,Medan,In Stock,Delivered,4.0,No
1503,2024-02-23,2024-05-30,Tiktok Shop,Beauty,Skincare Serum,73434,5,367170,Flash Sale,10.0,11.237700673226307,36717,20000,330453,Credit Card,New,Semarang,In Stock,Delivered,3.0,N
820,2024-02-23,2024-06-19,Shopee,Fashion,Hoodie,111291,5,556455,Mega Campaign,20.0,20.0,111291,15000,445164,Credit Card,New,Surabaya,In Stock,Completed,4.0,N
1462,2024-02-23,2024-06-19,Lazada,Fashion,Hoodie,236989,3,710967,Mega Campaign,20.0,11.237700673226307,142193,12000,-568774,Credit Card,Returning,Surabaya,In Stock,Retur,4.2484316185696365,Yes
1636,2024-02-23,2024-09-06,Shopee,Fashion,Sneakers,496023,1,496023,Flash Sale,10.0,10.0,49602,15000,446421,Bank Transfer,New,Surabaya,In Stock,Delivered,5.0,No
1054,2024-01-06,2024-06-19,Blibli,Fashion,Jeans,177174,5,885870,Normal Day,16.97602474864656,0.0,0,12000,885870,Virtual Account,New,Semarang,Preorder,Completed,4.0,N
1356,2024-02-23,2024-06-19,Shopee,Beauty,Skincare Serum,337005,6,2022030,Flash Sale,10.0,10.0,202203,9000,1819827,Credit Card,Returning,Jakarta,Low Stock,Delivered,4.0,Normal
1619,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Jeans,584328,3,1752984,Flash Sale,10.0,10.0,175298,15000,1577686,Bank Transfer,New,Semarang,In Stock,Delivered,4.2484316185696365,N
586,2024-12-14,2024-12-17,Blibli,Fashion,Women Dress,427999,2,855998,Flash Sale,10.0,10.0,85600,12000,770398,Bank Transfer,Vip,Bandung,In Stock,Delivered,5.0,Yes
116,2024-02-23,2024-05-15,Lazada,Beauty,Body Lotion,186035,5,930175,Mega Campaign,20.0,11.237700673226307,186035,9000,744140,COD,New,Bandung,Preorder,Completed,4.2484316185696365,Priority
1620,2024-02-23,2024-06-19,Shopee,Sports,Yoga Mat,407834,1,407834,Flash Sale,10.0,10.0,40783,9000,367051,Virtual Account,Vip,Bekasi,Preorder,Delivered,5.0,Priority
1625,2024-02-23,2024-06-19,Lazada,Home Living,Vacuum Cleaner,648232,3,1944696,Payday Sale,15.0,15.0,291704,20000,1652992,COD,Returning,Jakarta,In Stock,Delivered,5.0,No
1051,2024-10-13,2024-06-19,Tiktok Shop,Sports,Dumbbell 5Kg,736866,2,1473732,Payday Sale,15.0,15.0,221060,20000,1252672,E-Wallet,New,Bekasi,In Stock,Delivered,5.0,No
257,2024-02-23,2024-06-19,Tokopedia,Sports,Dumbbell 5Kg,515497,3,1546491,Payday Sale,15.0,15.0,231974,18000,0,Virtual Account,Returning,Bekasi,In Stock,Cancelled,4.2484316185696365,N
1405,2024-05-11,2024-06-19,Tiktok Shop,Sports,Skipping Rope,893402,2,1786804,Payday Sale,15.0,15.0,268021,12000,1518783,Credit Card,Returning,Bekasi,In Stock,Delivered,5.0,N
1281,2024-02-23,2024-06-19,Tiktok Shop,Sports,Cycling Gloves,105517,1,105517,Normal Day,16.97602474864656,0.0,0,20000,0,E-Wallet,Returning,Bandung,In Stock,Cancelled,4.2484316185696365,No
951,2024-02-23,2024-03-30,Shopee,Sports,Yoga Mat,500302,1,500302,Flash Sale,10.0,10.0,50030,25000,-450272,Bank Transfer,Returning,Makassar,In Stock,Returned,4.2484316185696365,N
1289,2024-12-22,2024-06-19,Shopee,Fashion,Men T-Shirt,127586,4,510344,Payday Sale,15.0,15.0,76552,25000,433792,E-Wallet,Returning,Semarang,Low Stock,Delivered,4.0,No
121,2024-02-23,2024-05-20,Lazada,Fashion,Men T-Shirt,240387,1,240387,Normal Day,16.97602474864656,0.0,0,9000,240387,Credit Card,Returning,Bekasi,In Stock,Delivered,5.0,N
1508,2024-02-23,2024-06-19,Tokopedia,Beauty,Skincare Serum,45161,2,90322,Payday Sale,15.0,15.0,13548,25000,76774,Bank Transfer,Returning,Medan,In Stock,Delivered,4.0,No
1377,2024-12-29,2024-06-19,Tiktok Shop,Sports,Dumbbell 5Kg,178570,1,178570,Mega Campaign,20.0,20.0,35714,9000,142856,Virtual Account,Returning,Jakarta,Preorder,Completed,5.0,N
136,2024-02-23,2024-06-19,Tiktok Shop,Fashion,Sneakers,504037,3,1512111,Payday Sale,15.0,15.0,226817,9000,1285294,COD,Vip,Medan,In Stock,Completed,4.0,Yes
1112,2024-02-23,2024-06-19,Tokopedia,Beauty,Face Wash,141419,1,141419,Payday Sale,15.0,15.0,21213,12000,120206,Virtual Account,Returning,Jakarta,In Stock,On Delivery,4.2484316185696365,No
568,2024-04-22,2024-06-19,Lazada,Beauty,Sunscreen,111600,3,334800,Flash Sale,10.0,10.0,33480,20000,0,Bank Transfer,Returning,Surabaya,In Stock,Cancelled,4.2484316185696365,Normal
325,2024-02-23,2024-06-20,Tiktok Shop,Beauty,Body Lotion,135480,8,1083840,Flash Sale,16.97602474864656,10.0,108384,25000,975456,COD,New,Bekasi,Low Stock,Delivered,4.0,N
742,2024-02-23,2024-06-19,Blibli,Sports,Skipping Rope,763201,3,2289603,Normal Day,16.97602474864656,0.0,0,20000,2289603,Bank Transfer,Returning,Bandung,In Stock,Delivered,4.0,N
110,2024-02-23,2024-06-19,Blibli,Sports,Cycling Gloves,180440,2,360880,Normal Day,16.97602474864656,0.0,0,12000,360880,Bank Transfer,Vip,Makassar,Low Stock,Delivered,5.0,Yes
232,2024-09-17,2024-06-19,Tiktok Shop,Fashion,Jeans,204618,5,1023090,Payday Sale,15.0,15.0,153464,18000,869626,Bank Transfer,Vip,Semarang,In Stock,Completed,4.0,Priority
651,2024-02-23,2024-09-13,Shopee,Sports,Dumbbell 5Kg,859506,2,1719012,Flash Sale,10.0,10.0,171901,25000,1547111,E-Wallet,Returning,Yogyakarta,In Stock,Delivered,4.0,N
671,2024-03-06,2024-06-19,Shopee,Home Living,Table Lamp,756338,3,2269014,Flash Sale,10.0,10.0,226901,18000,2042113,Credit Card,Returning,Bekasi,In Stock,Delivered,5.0,N
807,2024-02-23,2024-10-22,Tiktok Shop,Beauty,Face Wash,135972,3,407916,Payday Sale,15.0,15.0,61187,25000,346729,Bank Transfer,New,Bekasi,In Stock,Delivered,5.0,N
417,2024-02-23,2024-06-19,Lazada,Home Living,Vacuum Cleaner,673741,1,673741,Flash Sale,10.0,11.237700673226307,67374,25000,606367,E-Wallet,Returning,Semarang,In Stock,Delivered,5.0,N
1407,2024-02-23,2024-06-19,Blibli,Beauty,Body Lotion,161846,1,161846,Normal Day,16.97602474864656,0.0,0,20000,161846,Bank Transfer,Returning,Surabaya,In Stock,Delivered,4.0,No
890,2024-02-23,2024-06-19,Tokopedia,Fashion,Jeans,313076,3,939228,Payday Sale,15.0,15.0,140884,20000,798344,Virtual Account,New,Medan,In Stock,Delivered,5.0,Normal
1818,2024-07-19,2024-06-19,Shopee,Electronics,Power Bank,532035,4,2128140,Flash Sale,10.0,10.0,212814,9000,1915326,Credit Card,New,Bandung,Preorder,Delivered,4.0,Normal
1308,2024-07-22,2024-06-19,Tokopedia,Beauty,Sunscreen,213392,2,426784,Mega Campaign,16.97602474864656,20.0,85357,20000,341427,Virtual Account,Vip,Bandung,In Stock,Delivered,5.0,No
856,2024-02-23,2024-10-17,Tiktok Shop,Home_Living,Blender,235421,4,941684,Normal Day,16.97602474864656,0.0,0,12000,941684,Virtual Account,New,Surabaya,In Stock,Delivered,5.0,No
234,2024-12-29,2025-01-03,Blibli,Fashion,Jeans,408041,3,1224123,Flash Sale,10.0,10.0,122412,15000,1101711,Credit Card,Returning,Jakarta,In Stock,Delivered,3.0,Normal
